GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RK9E001,NAME_M,RK9M001
"G44000700155003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"015500","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070155003","Block Group 3, Census Tract 155, Providence County, Rhode Island",1291,"Block Group 3, Census Tract 155, Providence County, Rhode Island",310
"G44000700155004","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"015500","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070155004","Block Group 4, Census Tract 155, Providence County, Rhode Island",873,"Block Group 4, Census Tract 155, Providence County, Rhode Island",273
"G44000700156002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"015600","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070156002","Block Group 2, Census Tract 156, Providence County, Rhode Island",530,"Block Group 2, Census Tract 156, Providence County, Rhode Island",269
"G44000700156003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"015600","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070156003","Block Group 3, Census Tract 156, Providence County, Rhode Island",1292,"Block Group 3, Census Tract 156, Providence County, Rhode Island",317
"G44000700156004","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"015600","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070156004","Block Group 4, Census Tract 156, Providence County, Rhode Island",796,"Block Group 4, Census Tract 156, Providence County, Rhode Island",267
"G44000700157001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"015700","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070157001","Block Group 1, Census Tract 157, Providence County, Rhode Island",762,"Block Group 1, Census Tract 157, Providence County, Rhode Island",223
"G44000700157002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"015700","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070157002","Block Group 2, Census Tract 157, Providence County, Rhode Island",1348,"Block Group 2, Census Tract 157, Providence County, Rhode Island",311
"G44000700157003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"015700","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070157003","Block Group 3, Census Tract 157, Providence County, Rhode Island",1145,"Block Group 3, Census Tract 157, Providence County, Rhode Island",244
"G44000700157004","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"015700","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070157004","Block Group 4, Census Tract 157, Providence County, Rhode Island",411,"Block Group 4, Census Tract 157, Providence County, Rhode Island",143
"G44000700158001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"015800","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070158001","Block Group 1, Census Tract 158, Providence County, Rhode Island",1017,"Block Group 1, Census Tract 158, Providence County, Rhode Island",345
"G44000700158002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"015800","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070158002","Block Group 2, Census Tract 158, Providence County, Rhode Island",1027,"Block Group 2, Census Tract 158, Providence County, Rhode Island",301
"G44000700158003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"015800","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070158003","Block Group 3, Census Tract 158, Providence County, Rhode Island",672,"Block Group 3, Census Tract 158, Providence County, Rhode Island",196
"G44000700158004","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"015800","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070158004","Block Group 4, Census Tract 158, Providence County, Rhode Island",589,"Block Group 4, Census Tract 158, Providence County, Rhode Island",201
"G44000700158005","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"015800","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070158005","Block Group 5, Census Tract 158, Providence County, Rhode Island",923,"Block Group 5, Census Tract 158, Providence County, Rhode Island",261
"G44000700159001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"015900","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070159001","Block Group 1, Census Tract 159, Providence County, Rhode Island",748,"Block Group 1, Census Tract 159, Providence County, Rhode Island",223
"G44000700159002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"015900","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070159002","Block Group 2, Census Tract 159, Providence County, Rhode Island",444,"Block Group 2, Census Tract 159, Providence County, Rhode Island",180
"G44000700159003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"015900","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070159003","Block Group 3, Census Tract 159, Providence County, Rhode Island",808,"Block Group 3, Census Tract 159, Providence County, Rhode Island",211
"G44000700159004","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"015900","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070159004","Block Group 4, Census Tract 159, Providence County, Rhode Island",572,"Block Group 4, Census Tract 159, Providence County, Rhode Island",247
"G44000700160001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016000","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070160001","Block Group 1, Census Tract 160, Providence County, Rhode Island",1097,"Block Group 1, Census Tract 160, Providence County, Rhode Island",222
"G44000700160002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016000","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070160002","Block Group 2, Census Tract 160, Providence County, Rhode Island",1472,"Block Group 2, Census Tract 160, Providence County, Rhode Island",322
"G44000700160003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016000","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070160003","Block Group 3, Census Tract 160, Providence County, Rhode Island",582,"Block Group 3, Census Tract 160, Providence County, Rhode Island",160
"G44000700161001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016100","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070161001","Block Group 1, Census Tract 161, Providence County, Rhode Island",704,"Block Group 1, Census Tract 161, Providence County, Rhode Island",269
"G44000700161002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016100","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070161002","Block Group 2, Census Tract 161, Providence County, Rhode Island",582,"Block Group 2, Census Tract 161, Providence County, Rhode Island",207
"G44000700161003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016100","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070161003","Block Group 3, Census Tract 161, Providence County, Rhode Island",1242,"Block Group 3, Census Tract 161, Providence County, Rhode Island",410
"G44000700161004","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016100","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070161004","Block Group 4, Census Tract 161, Providence County, Rhode Island",1417,"Block Group 4, Census Tract 161, Providence County, Rhode Island",387
"G44000700163001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016300","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070163001","Block Group 1, Census Tract 163, Providence County, Rhode Island",1159,"Block Group 1, Census Tract 163, Providence County, Rhode Island",275
"G44000700163002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016300","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070163002","Block Group 2, Census Tract 163, Providence County, Rhode Island",863,"Block Group 2, Census Tract 163, Providence County, Rhode Island",162
"G44000700163003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016300","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070163003","Block Group 3, Census Tract 163, Providence County, Rhode Island",701,"Block Group 3, Census Tract 163, Providence County, Rhode Island",220
"G44000700164001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016400","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070164001","Block Group 1, Census Tract 164, Providence County, Rhode Island",2291,"Block Group 1, Census Tract 164, Providence County, Rhode Island",513
"G44000700164002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016400","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070164002","Block Group 2, Census Tract 164, Providence County, Rhode Island",1320,"Block Group 2, Census Tract 164, Providence County, Rhode Island",374
"G44000700164003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016400","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070164003","Block Group 3, Census Tract 164, Providence County, Rhode Island",372,"Block Group 3, Census Tract 164, Providence County, Rhode Island",205
"G44000700165001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016500","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070165001","Block Group 1, Census Tract 165, Providence County, Rhode Island",1470,"Block Group 1, Census Tract 165, Providence County, Rhode Island",282
"G44000700165002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016500","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070165002","Block Group 2, Census Tract 165, Providence County, Rhode Island",1507,"Block Group 2, Census Tract 165, Providence County, Rhode Island",416
"G44000700165003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016500","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070165003","Block Group 3, Census Tract 165, Providence County, Rhode Island",1031,"Block Group 3, Census Tract 165, Providence County, Rhode Island",283
"G44000700166001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016600","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070166001","Block Group 1, Census Tract 166, Providence County, Rhode Island",695,"Block Group 1, Census Tract 166, Providence County, Rhode Island",263
"G44000700166002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016600","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070166002","Block Group 2, Census Tract 166, Providence County, Rhode Island",1147,"Block Group 2, Census Tract 166, Providence County, Rhode Island",260
"G44000700167001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016700","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070167001","Block Group 1, Census Tract 167, Providence County, Rhode Island",623,"Block Group 1, Census Tract 167, Providence County, Rhode Island",207
"G44000700167002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016700","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070167002","Block Group 2, Census Tract 167, Providence County, Rhode Island",1012,"Block Group 2, Census Tract 167, Providence County, Rhode Island",299
"G44000700167003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016700","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070167003","Block Group 3, Census Tract 167, Providence County, Rhode Island",1314,"Block Group 3, Census Tract 167, Providence County, Rhode Island",291
"G44000700168001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016800","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070168001","Block Group 1, Census Tract 168, Providence County, Rhode Island",1255,"Block Group 1, Census Tract 168, Providence County, Rhode Island",406
"G44000700168002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016800","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070168002","Block Group 2, Census Tract 168, Providence County, Rhode Island",915,"Block Group 2, Census Tract 168, Providence County, Rhode Island",267
"G44000700168003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016800","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070168003","Block Group 3, Census Tract 168, Providence County, Rhode Island",1295,"Block Group 3, Census Tract 168, Providence County, Rhode Island",299
"G44000700169001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016900","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070169001","Block Group 1, Census Tract 169, Providence County, Rhode Island",980,"Block Group 1, Census Tract 169, Providence County, Rhode Island",243
"G44000700169002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016900","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070169002","Block Group 2, Census Tract 169, Providence County, Rhode Island",597,"Block Group 2, Census Tract 169, Providence County, Rhode Island",159
"G44000700169003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"016900","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070169003","Block Group 3, Census Tract 169, Providence County, Rhode Island",435,"Block Group 3, Census Tract 169, Providence County, Rhode Island",154
"G44000700170001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017000","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070170001","Block Group 1, Census Tract 170, Providence County, Rhode Island",2139,"Block Group 1, Census Tract 170, Providence County, Rhode Island",326
"G44000700170002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017000","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070170002","Block Group 2, Census Tract 170, Providence County, Rhode Island",778,"Block Group 2, Census Tract 170, Providence County, Rhode Island",188
"G44000700170003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017000","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070170003","Block Group 3, Census Tract 170, Providence County, Rhode Island",518,"Block Group 3, Census Tract 170, Providence County, Rhode Island",147
"G44000700170004","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017000","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070170004","Block Group 4, Census Tract 170, Providence County, Rhode Island",1153,"Block Group 4, Census Tract 170, Providence County, Rhode Island",392
"G44000700171001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017100","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070171001","Block Group 1, Census Tract 171, Providence County, Rhode Island",1003,"Block Group 1, Census Tract 171, Providence County, Rhode Island",339
"G44000700171002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017100","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070171002","Block Group 2, Census Tract 171, Providence County, Rhode Island",2404,"Block Group 2, Census Tract 171, Providence County, Rhode Island",432
"G44000700171003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017100","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070171003","Block Group 3, Census Tract 171, Providence County, Rhode Island",725,"Block Group 3, Census Tract 171, Providence County, Rhode Island",223
"G44000700171004","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017100","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070171004","Block Group 4, Census Tract 171, Providence County, Rhode Island",1103,"Block Group 4, Census Tract 171, Providence County, Rhode Island",361
"G44000700173001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017300","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070173001","Block Group 1, Census Tract 173, Providence County, Rhode Island",1215,"Block Group 1, Census Tract 173, Providence County, Rhode Island",278
"G44000700173002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017300","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070173002","Block Group 2, Census Tract 173, Providence County, Rhode Island",1682,"Block Group 2, Census Tract 173, Providence County, Rhode Island",466
"G44000700173003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017300","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070173003","Block Group 3, Census Tract 173, Providence County, Rhode Island",486,"Block Group 3, Census Tract 173, Providence County, Rhode Island",160
"G44000700174001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017400","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070174001","Block Group 1, Census Tract 174, Providence County, Rhode Island",1459,"Block Group 1, Census Tract 174, Providence County, Rhode Island",345
"G44000700174002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017400","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070174002","Block Group 2, Census Tract 174, Providence County, Rhode Island",680,"Block Group 2, Census Tract 174, Providence County, Rhode Island",178
"G44000700174003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017400","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070174003","Block Group 3, Census Tract 174, Providence County, Rhode Island",2330,"Block Group 3, Census Tract 174, Providence County, Rhode Island",475
"G44000700175001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017500","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070175001","Block Group 1, Census Tract 175, Providence County, Rhode Island",1477,"Block Group 1, Census Tract 175, Providence County, Rhode Island",433
"G44000700175002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017500","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070175002","Block Group 2, Census Tract 175, Providence County, Rhode Island",1278,"Block Group 2, Census Tract 175, Providence County, Rhode Island",365
"G44000700175003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017500","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070175003","Block Group 3, Census Tract 175, Providence County, Rhode Island",1162,"Block Group 3, Census Tract 175, Providence County, Rhode Island",327
"G44000700176001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017600","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070176001","Block Group 1, Census Tract 176, Providence County, Rhode Island",1293,"Block Group 1, Census Tract 176, Providence County, Rhode Island",325
"G44000700176002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017600","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070176002","Block Group 2, Census Tract 176, Providence County, Rhode Island",1433,"Block Group 2, Census Tract 176, Providence County, Rhode Island",316
"G44000700177001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017700","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070177001","Block Group 1, Census Tract 177, Providence County, Rhode Island",1162,"Block Group 1, Census Tract 177, Providence County, Rhode Island",357
"G44000700177002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017700","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070177002","Block Group 2, Census Tract 177, Providence County, Rhode Island",1333,"Block Group 2, Census Tract 177, Providence County, Rhode Island",377
"G44000700177003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017700","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070177003","Block Group 3, Census Tract 177, Providence County, Rhode Island",1423,"Block Group 3, Census Tract 177, Providence County, Rhode Island",328
"G44000700178001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017800","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070178001","Block Group 1, Census Tract 178, Providence County, Rhode Island",1093,"Block Group 1, Census Tract 178, Providence County, Rhode Island",335
"G44000700178002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017800","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070178002","Block Group 2, Census Tract 178, Providence County, Rhode Island",655,"Block Group 2, Census Tract 178, Providence County, Rhode Island",187
"G44000700178003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017800","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070178003","Block Group 3, Census Tract 178, Providence County, Rhode Island",656,"Block Group 3, Census Tract 178, Providence County, Rhode Island",200
"G44000700179001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017900","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070179001","Block Group 1, Census Tract 179, Providence County, Rhode Island",612,"Block Group 1, Census Tract 179, Providence County, Rhode Island",268
"G44000700179002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017900","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070179002","Block Group 2, Census Tract 179, Providence County, Rhode Island",1575,"Block Group 2, Census Tract 179, Providence County, Rhode Island",503
"G44000700179003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"017900","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070179003","Block Group 3, Census Tract 179, Providence County, Rhode Island",951,"Block Group 3, Census Tract 179, Providence County, Rhode Island",293
"G44000700180001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"018000","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070180001","Block Group 1, Census Tract 180, Providence County, Rhode Island",1148,"Block Group 1, Census Tract 180, Providence County, Rhode Island",290
"G44000700180002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"018000","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070180002","Block Group 2, Census Tract 180, Providence County, Rhode Island",1026,"Block Group 2, Census Tract 180, Providence County, Rhode Island",281
"G44000700180003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"018000","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070180003","Block Group 3, Census Tract 180, Providence County, Rhode Island",618,"Block Group 3, Census Tract 180, Providence County, Rhode Island",236
"G44000700181002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"018100","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070181002","Block Group 2, Census Tract 181, Providence County, Rhode Island",1482,"Block Group 2, Census Tract 181, Providence County, Rhode Island",318
"G44000700181003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"018100","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070181003","Block Group 3, Census Tract 181, Providence County, Rhode Island",1190,"Block Group 3, Census Tract 181, Providence County, Rhode Island",396
"G44000700182001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"018200","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070182001","Block Group 1, Census Tract 182, Providence County, Rhode Island",1239,"Block Group 1, Census Tract 182, Providence County, Rhode Island",282
"G44000700182002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"018200","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070182002","Block Group 2, Census Tract 182, Providence County, Rhode Island",1155,"Block Group 2, Census Tract 182, Providence County, Rhode Island",332
"G44000700183001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"018300","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070183001","Block Group 1, Census Tract 183, Providence County, Rhode Island",1640,"Block Group 1, Census Tract 183, Providence County, Rhode Island",389
"G44000700184001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"018400","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070184001","Block Group 1, Census Tract 184, Providence County, Rhode Island",1885,"Block Group 1, Census Tract 184, Providence County, Rhode Island",470
"G44000700184002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"018400","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070184002","Block Group 2, Census Tract 184, Providence County, Rhode Island",910,"Block Group 2, Census Tract 184, Providence County, Rhode Island",219
"G44000700184003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"018400","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070184003","Block Group 3, Census Tract 184, Providence County, Rhode Island",1032,"Block Group 3, Census Tract 184, Providence County, Rhode Island",290
"G44000700184004","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"018400","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070184004","Block Group 4, Census Tract 184, Providence County, Rhode Island",761,"Block Group 4, Census Tract 184, Providence County, Rhode Island",168
"G44000700184005","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"018400","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070184005","Block Group 5, Census Tract 184, Providence County, Rhode Island",1808,"Block Group 5, Census Tract 184, Providence County, Rhode Island",484
"G44000700185001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"018500","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070185001","Block Group 1, Census Tract 185, Providence County, Rhode Island",724,"Block Group 1, Census Tract 185, Providence County, Rhode Island",239
"G44000700185002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"018500","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070185002","Block Group 2, Census Tract 185, Providence County, Rhode Island",2215,"Block Group 2, Census Tract 185, Providence County, Rhode Island",1263
"G44000700185003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"018500","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070185003","Block Group 3, Census Tract 185, Providence County, Rhode Island",855,"Block Group 3, Census Tract 185, Providence County, Rhode Island",303
"G44000900415001","2005-2009","RI",,,"Rhode Island","44","Washington County","009",,,"041500","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440090415001","Block Group 1, Census Tract 415, Washington County, Rhode Island",90,"Block Group 1, Census Tract 415, Washington County, Rhode Island",52
"G44000900415002","2005-2009","RI",,,"Rhode Island","44","Washington County","009",,,"041500","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440090415002","Block Group 2, Census Tract 415, Washington County, Rhode Island",870,"Block Group 2, Census Tract 415, Washington County, Rhode Island",151
"G44000900501021","2005-2009","RI",,,"Rhode Island","44","Washington County","009",,,"050102","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501021","Block Group 1, Census Tract 501.02, Washington County, Rhode Island",953,"Block Group 1, Census Tract 501.02, Washington County, Rhode Island",163
"G44000900501022","2005-2009","RI",,,"Rhode Island","44","Washington County","009",,,"050102","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501022","Block Group 2, Census Tract 501.02, Washington County, Rhode Island",1115,"Block Group 2, Census Tract 501.02, Washington County, Rhode Island",229
"G44000900501031","2005-2009","RI",,,"Rhode Island","44","Washington County","009",,,"050103","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501031","Block Group 1, Census Tract 501.03, Washington County, Rhode Island",1829,"Block Group 1, Census Tract 501.03, Washington County, Rhode Island",405
"G44000900501032","2005-2009","RI",,,"Rhode Island","44","Washington County","009",,,"050103","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501032","Block Group 2, Census Tract 501.03, Washington County, Rhode Island",730,"Block Group 2, Census Tract 501.03, Washington County, Rhode Island",278
"G44000900501033","2005-2009","RI",,,"Rhode Island","44","Washington County","009",,,"050103","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501033","Block Group 3, Census Tract 501.03, Washington County, Rhode Island",1146,"Block Group 3, Census Tract 501.03, Washington County, Rhode Island",321
"G44000900501034","2005-2009","RI",,,"Rhode Island","44","Washington County","009",,,"050103","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501034","Block Group 4, Census Tract 501.03, Washington County, Rhode Island",1162,"Block Group 4, Census Tract 501.03, Washington County, Rhode Island",290
"G44000900501035","2005-2009","RI",,,"Rhode Island","44","Washington County","009",,,"050103","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501035","Block Group 5, Census Tract 501.03, Washington County, Rhode Island",856,"Block Group 5, Census Tract 501.03, Washington County, Rhode Island",259
"G44000900501041","2005-2009","RI",,,"Rhode Island","44","Washington County","009",,,"050104","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501041","Block Group 1, Census Tract 501.04, Washington County, Rhode Island",3248,"Block Group 1, Census Tract 501.04, Washington County, Rhode Island",352
"G44000900501042","2005-2009","RI",,,"Rhode Island","44","Washington County","009",,,"050104","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501042","Block Group 2, Census Tract 501.04, Washington County, Rhode Island",1094,"Block Group 2, Census Tract 501.04, Washington County, Rhode Island",210
"G44000900503011","2005-2009","RI",,,"Rhode Island","44","Washington County","009",,,"050301","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440090503011","Block Group 1, Census Tract 503.01, Washington County, Rhode Island",2135,"Block Group 1, Census Tract 503.01, Washington County, Rhode Island",287
