GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,QSPE001,NAME_M,QSPM001
"G44000700016007","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001600","7",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070016007",,,"Block Group 7, Census Tract 16, Providence County, Rhode Island",407,"Block Group 7, Census Tract 16, Providence County, Rhode Island",281
"G44000700017001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001700","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070017001",,,"Block Group 1, Census Tract 17, Providence County, Rhode Island",1027,"Block Group 1, Census Tract 17, Providence County, Rhode Island",335
"G44000700017002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001700","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070017002",,,"Block Group 2, Census Tract 17, Providence County, Rhode Island",995,"Block Group 2, Census Tract 17, Providence County, Rhode Island",342
"G44000700017003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001700","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070017003",,,"Block Group 3, Census Tract 17, Providence County, Rhode Island",1533,"Block Group 3, Census Tract 17, Providence County, Rhode Island",334
"G44000700018001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070018001",,,"Block Group 1, Census Tract 18, Providence County, Rhode Island",1289,"Block Group 1, Census Tract 18, Providence County, Rhode Island",363
"G44000700018002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070018002",,,"Block Group 2, Census Tract 18, Providence County, Rhode Island",1206,"Block Group 2, Census Tract 18, Providence County, Rhode Island",392
"G44000700018003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001800","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070018003",,,"Block Group 3, Census Tract 18, Providence County, Rhode Island",694,"Block Group 3, Census Tract 18, Providence County, Rhode Island",401
"G44000700018004","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001800","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070018004",,,"Block Group 4, Census Tract 18, Providence County, Rhode Island",1456,"Block Group 4, Census Tract 18, Providence County, Rhode Island",597
"G44000700018005","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001800","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070018005",,,"Block Group 5, Census Tract 18, Providence County, Rhode Island",932,"Block Group 5, Census Tract 18, Providence County, Rhode Island",352
"G44000700018006","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001800","6",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070018006",,,"Block Group 6, Census Tract 18, Providence County, Rhode Island",1018,"Block Group 6, Census Tract 18, Providence County, Rhode Island",374
"G44000700019001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070019001",,,"Block Group 1, Census Tract 19, Providence County, Rhode Island",736,"Block Group 1, Census Tract 19, Providence County, Rhode Island",472
"G44000700019002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070019002",,,"Block Group 2, Census Tract 19, Providence County, Rhode Island",809,"Block Group 2, Census Tract 19, Providence County, Rhode Island",328
"G44000700019003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001900","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070019003",,,"Block Group 3, Census Tract 19, Providence County, Rhode Island",926,"Block Group 3, Census Tract 19, Providence County, Rhode Island",361
"G44000700019004","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001900","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070019004",,,"Block Group 4, Census Tract 19, Providence County, Rhode Island",413,"Block Group 4, Census Tract 19, Providence County, Rhode Island",274
"G44000700019005","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001900","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070019005",,,"Block Group 5, Census Tract 19, Providence County, Rhode Island",1325,"Block Group 5, Census Tract 19, Providence County, Rhode Island",613
"G44000700019006","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001900","6",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070019006",,,"Block Group 6, Census Tract 19, Providence County, Rhode Island",1101,"Block Group 6, Census Tract 19, Providence County, Rhode Island",373
"G44000700020001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070020001",,,"Block Group 1, Census Tract 20, Providence County, Rhode Island",2179,"Block Group 1, Census Tract 20, Providence County, Rhode Island",371
"G44000700020002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070020002",,,"Block Group 2, Census Tract 20, Providence County, Rhode Island",1612,"Block Group 2, Census Tract 20, Providence County, Rhode Island",437
"G44000700020003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002000","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070020003",,,"Block Group 3, Census Tract 20, Providence County, Rhode Island",1472,"Block Group 3, Census Tract 20, Providence County, Rhode Island",335
"G44000700020004","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002000","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070020004",,,"Block Group 4, Census Tract 20, Providence County, Rhode Island",1680,"Block Group 4, Census Tract 20, Providence County, Rhode Island",509
"G44000700021011","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002101","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070021011",,,"Block Group 1, Census Tract 21.01, Providence County, Rhode Island",664,"Block Group 1, Census Tract 21.01, Providence County, Rhode Island",241
"G44000700021012","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002101","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070021012",,,"Block Group 2, Census Tract 21.01, Providence County, Rhode Island",840,"Block Group 2, Census Tract 21.01, Providence County, Rhode Island",207
"G44000700021013","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002101","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070021013",,,"Block Group 3, Census Tract 21.01, Providence County, Rhode Island",1380,"Block Group 3, Census Tract 21.01, Providence County, Rhode Island",427
"G44000700021021","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002102","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070021021",,,"Block Group 1, Census Tract 21.02, Providence County, Rhode Island",1038,"Block Group 1, Census Tract 21.02, Providence County, Rhode Island",428
"G44000700021022","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002102","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070021022",,,"Block Group 2, Census Tract 21.02, Providence County, Rhode Island",755,"Block Group 2, Census Tract 21.02, Providence County, Rhode Island",400
"G44000700021023","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002102","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070021023",,,"Block Group 3, Census Tract 21.02, Providence County, Rhode Island",1585,"Block Group 3, Census Tract 21.02, Providence County, Rhode Island",776
"G44000700021024","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002102","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070021024",,,"Block Group 4, Census Tract 21.02, Providence County, Rhode Island",1080,"Block Group 4, Census Tract 21.02, Providence County, Rhode Island",470
"G44000700021025","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002102","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070021025",,,"Block Group 5, Census Tract 21.02, Providence County, Rhode Island",756,"Block Group 5, Census Tract 21.02, Providence County, Rhode Island",485
"G44000700022001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070022001",,,"Block Group 1, Census Tract 22, Providence County, Rhode Island",1392,"Block Group 1, Census Tract 22, Providence County, Rhode Island",414
"G44000700022002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070022002",,,"Block Group 2, Census Tract 22, Providence County, Rhode Island",1044,"Block Group 2, Census Tract 22, Providence County, Rhode Island",412
"G44000700022003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002200","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070022003",,,"Block Group 3, Census Tract 22, Providence County, Rhode Island",1368,"Block Group 3, Census Tract 22, Providence County, Rhode Island",411
"G44000700022004","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002200","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070022004",,,"Block Group 4, Census Tract 22, Providence County, Rhode Island",1261,"Block Group 4, Census Tract 22, Providence County, Rhode Island",353
"G44000700023001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070023001",,,"Block Group 1, Census Tract 23, Providence County, Rhode Island",1357,"Block Group 1, Census Tract 23, Providence County, Rhode Island",427
"G44000700023002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070023002",,,"Block Group 2, Census Tract 23, Providence County, Rhode Island",645,"Block Group 2, Census Tract 23, Providence County, Rhode Island",227
"G44000700023003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070023003",,,"Block Group 3, Census Tract 23, Providence County, Rhode Island",701,"Block Group 3, Census Tract 23, Providence County, Rhode Island",291
"G44000700023004","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002300","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070023004",,,"Block Group 4, Census Tract 23, Providence County, Rhode Island",824,"Block Group 4, Census Tract 23, Providence County, Rhode Island",411
"G44000700023005","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002300","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070023005",,,"Block Group 5, Census Tract 23, Providence County, Rhode Island",497,"Block Group 5, Census Tract 23, Providence County, Rhode Island",268
"G44000700023006","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002300","6",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070023006",,,"Block Group 6, Census Tract 23, Providence County, Rhode Island",702,"Block Group 6, Census Tract 23, Providence County, Rhode Island",325
"G44000700024001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070024001",,,"Block Group 1, Census Tract 24, Providence County, Rhode Island",2353,"Block Group 1, Census Tract 24, Providence County, Rhode Island",331
"G44000700024002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070024002",,,"Block Group 2, Census Tract 24, Providence County, Rhode Island",1001,"Block Group 2, Census Tract 24, Providence County, Rhode Island",277
"G44000700024003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070024003",,,"Block Group 3, Census Tract 24, Providence County, Rhode Island",1272,"Block Group 3, Census Tract 24, Providence County, Rhode Island",351
"G44000700024004","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002400","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070024004",,,"Block Group 4, Census Tract 24, Providence County, Rhode Island",616,"Block Group 4, Census Tract 24, Providence County, Rhode Island",262
"G44000700024005","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002400","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070024005",,,"Block Group 5, Census Tract 24, Providence County, Rhode Island",377,"Block Group 5, Census Tract 24, Providence County, Rhode Island",210
"G44000700024006","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002400","6",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070024006",,,"Block Group 6, Census Tract 24, Providence County, Rhode Island",1575,"Block Group 6, Census Tract 24, Providence County, Rhode Island",297
"G44000700025001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070025001",,,"Block Group 1, Census Tract 25, Providence County, Rhode Island",1345,"Block Group 1, Census Tract 25, Providence County, Rhode Island",382
"G44000700025002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070025002",,,"Block Group 2, Census Tract 25, Providence County, Rhode Island",1344,"Block Group 2, Census Tract 25, Providence County, Rhode Island",240
"G44000700026001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070026001",,,"Block Group 1, Census Tract 26, Providence County, Rhode Island",1439,"Block Group 1, Census Tract 26, Providence County, Rhode Island",340
"G44000700026002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070026002",,,"Block Group 2, Census Tract 26, Providence County, Rhode Island",476,"Block Group 2, Census Tract 26, Providence County, Rhode Island",244
"G44000700026003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002600","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070026003",,,"Block Group 3, Census Tract 26, Providence County, Rhode Island",1190,"Block Group 3, Census Tract 26, Providence County, Rhode Island",339
"G44000700027001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002700","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070027001",,,"Block Group 1, Census Tract 27, Providence County, Rhode Island",1142,"Block Group 1, Census Tract 27, Providence County, Rhode Island",318
"G44000700027002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002700","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070027002",,,"Block Group 2, Census Tract 27, Providence County, Rhode Island",707,"Block Group 2, Census Tract 27, Providence County, Rhode Island",258
"G44000700027003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002700","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070027003",,,"Block Group 3, Census Tract 27, Providence County, Rhode Island",1773,"Block Group 3, Census Tract 27, Providence County, Rhode Island",368
"G44000700027004","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002700","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070027004",,,"Block Group 4, Census Tract 27, Providence County, Rhode Island",1736,"Block Group 4, Census Tract 27, Providence County, Rhode Island",386
"G44000700028001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070028001",,,"Block Group 1, Census Tract 28, Providence County, Rhode Island",1790,"Block Group 1, Census Tract 28, Providence County, Rhode Island",553
"G44000700028002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070028002",,,"Block Group 2, Census Tract 28, Providence County, Rhode Island",1657,"Block Group 2, Census Tract 28, Providence County, Rhode Island",514
"G44000700028003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002800","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070028003",,,"Block Group 3, Census Tract 28, Providence County, Rhode Island",904,"Block Group 3, Census Tract 28, Providence County, Rhode Island",379
"G44000700028004","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002800","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070028004",,,"Block Group 4, Census Tract 28, Providence County, Rhode Island",1515,"Block Group 4, Census Tract 28, Providence County, Rhode Island",572
"G44000700029001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070029001",,,"Block Group 1, Census Tract 29, Providence County, Rhode Island",1108,"Block Group 1, Census Tract 29, Providence County, Rhode Island",279
"G44000700029002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070029002",,,"Block Group 2, Census Tract 29, Providence County, Rhode Island",671,"Block Group 2, Census Tract 29, Providence County, Rhode Island",301
"G44000700029003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002900","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070029003",,,"Block Group 3, Census Tract 29, Providence County, Rhode Island",2186,"Block Group 3, Census Tract 29, Providence County, Rhode Island",588
"G44000700029004","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"002900","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070029004",,,"Block Group 4, Census Tract 29, Providence County, Rhode Island",613,"Block Group 4, Census Tract 29, Providence County, Rhode Island",266
