GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,QSPE001,NAME_M,QSPM001
"G44000500406002","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"040600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050406002",,,"Block Group 2, Census Tract 406, Newport County, Rhode Island",426,"Block Group 2, Census Tract 406, Newport County, Rhode Island",223
"G44000500406003","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"040600","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050406003",,,"Block Group 3, Census Tract 406, Newport County, Rhode Island",1783,"Block Group 3, Census Tract 406, Newport County, Rhode Island",518
"G44000500406004","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"040600","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050406004",,,"Block Group 4, Census Tract 406, Newport County, Rhode Island",776,"Block Group 4, Census Tract 406, Newport County, Rhode Island",251
"G44000500407001","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"040700","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050407001",,,"Block Group 1, Census Tract 407, Newport County, Rhode Island",1451,"Block Group 1, Census Tract 407, Newport County, Rhode Island",314
"G44000500407002","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"040700","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050407002",,,"Block Group 2, Census Tract 407, Newport County, Rhode Island",979,"Block Group 2, Census Tract 407, Newport County, Rhode Island",287
"G44000500407003","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"040700","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050407003",,,"Block Group 3, Census Tract 407, Newport County, Rhode Island",706,"Block Group 3, Census Tract 407, Newport County, Rhode Island",203
"G44000500408001","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"040800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050408001",,,"Block Group 1, Census Tract 408, Newport County, Rhode Island",1075,"Block Group 1, Census Tract 408, Newport County, Rhode Island",263
"G44000500408002","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"040800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050408002",,,"Block Group 2, Census Tract 408, Newport County, Rhode Island",631,"Block Group 2, Census Tract 408, Newport County, Rhode Island",216
"G44000500408003","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"040800","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050408003",,,"Block Group 3, Census Tract 408, Newport County, Rhode Island",643,"Block Group 3, Census Tract 408, Newport County, Rhode Island",149
"G44000500409001","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"040900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050409001",,,"Block Group 1, Census Tract 409, Newport County, Rhode Island",694,"Block Group 1, Census Tract 409, Newport County, Rhode Island",190
"G44000500409002","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"040900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050409002",,,"Block Group 2, Census Tract 409, Newport County, Rhode Island",2498,"Block Group 2, Census Tract 409, Newport County, Rhode Island",343
"G44000500409003","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"040900","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050409003",,,"Block Group 3, Census Tract 409, Newport County, Rhode Island",1008,"Block Group 3, Census Tract 409, Newport County, Rhode Island",237
"G44000500409004","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"040900","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050409004",,,"Block Group 4, Census Tract 409, Newport County, Rhode Island",537,"Block Group 4, Census Tract 409, Newport County, Rhode Island",139
"G44000500410001","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"041000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050410001",,,"Block Group 1, Census Tract 410, Newport County, Rhode Island",450,"Block Group 1, Census Tract 410, Newport County, Rhode Island",120
"G44000500410002","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"041000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050410002",,,"Block Group 2, Census Tract 410, Newport County, Rhode Island",1332,"Block Group 2, Census Tract 410, Newport County, Rhode Island",293
"G44000500411001","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"041100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050411001",,,"Block Group 1, Census Tract 411, Newport County, Rhode Island",859,"Block Group 1, Census Tract 411, Newport County, Rhode Island",217
"G44000500411002","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"041100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050411002",,,"Block Group 2, Census Tract 411, Newport County, Rhode Island",106,"Block Group 2, Census Tract 411, Newport County, Rhode Island",81
"G44000500411003","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"041100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050411003",,,"Block Group 3, Census Tract 411, Newport County, Rhode Island",568,"Block Group 3, Census Tract 411, Newport County, Rhode Island",144
"G44000500412001","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"041200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050412001",,,"Block Group 1, Census Tract 412, Newport County, Rhode Island",1458,"Block Group 1, Census Tract 412, Newport County, Rhode Island",210
"G44000500413001","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"041300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050413001",,,"Block Group 1, Census Tract 413, Newport County, Rhode Island",993,"Block Group 1, Census Tract 413, Newport County, Rhode Island",238
"G44000500413002","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"041300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050413002",,,"Block Group 2, Census Tract 413, Newport County, Rhode Island",748,"Block Group 2, Census Tract 413, Newport County, Rhode Island",274
"G44000500413003","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"041300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050413003",,,"Block Group 3, Census Tract 413, Newport County, Rhode Island",1206,"Block Group 3, Census Tract 413, Newport County, Rhode Island",474
"G44000500413004","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"041300","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050413004",,,"Block Group 4, Census Tract 413, Newport County, Rhode Island",1191,"Block Group 4, Census Tract 413, Newport County, Rhode Island",314
"G44000500413005","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"041300","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050413005",,,"Block Group 5, Census Tract 413, Newport County, Rhode Island",1282,"Block Group 5, Census Tract 413, Newport County, Rhode Island",267
"G44000500414001","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"041400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050414001",,,"Block Group 1, Census Tract 414, Newport County, Rhode Island",981,"Block Group 1, Census Tract 414, Newport County, Rhode Island",285
"G44000500414002","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"041400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050414002",,,"Block Group 2, Census Tract 414, Newport County, Rhode Island",2510,"Block Group 2, Census Tract 414, Newport County, Rhode Island",288
"G44000500416011","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"041601","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050416011",,,"Block Group 1, Census Tract 416.01, Newport County, Rhode Island",1483,"Block Group 1, Census Tract 416.01, Newport County, Rhode Island",242
"G44000500416012","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"041601","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050416012",,,"Block Group 2, Census Tract 416.01, Newport County, Rhode Island",1526,"Block Group 2, Census Tract 416.01, Newport County, Rhode Island",316
"G44000500416021","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"041602","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050416021",,,"Block Group 1, Census Tract 416.02, Newport County, Rhode Island",889,"Block Group 1, Census Tract 416.02, Newport County, Rhode Island",177
"G44000500416022","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"041602","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050416022",,,"Block Group 2, Census Tract 416.02, Newport County, Rhode Island",3460,"Block Group 2, Census Tract 416.02, Newport County, Rhode Island",299
"G44000500417011","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"041701","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050417011",,,"Block Group 1, Census Tract 417.01, Newport County, Rhode Island",3294,"Block Group 1, Census Tract 417.01, Newport County, Rhode Island",207
"G44000500417021","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"041702","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050417021",,,"Block Group 1, Census Tract 417.02, Newport County, Rhode Island",2170,"Block Group 1, Census Tract 417.02, Newport County, Rhode Island",340
"G44000500417022","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"041702","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050417022",,,"Block Group 2, Census Tract 417.02, Newport County, Rhode Island",1952,"Block Group 2, Census Tract 417.02, Newport County, Rhode Island",359
"G44000500417023","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"041702","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050417023",,,"Block Group 3, Census Tract 417.02, Newport County, Rhode Island",964,"Block Group 3, Census Tract 417.02, Newport County, Rhode Island",212
"G44000509900000","2008-2012","RI",,,"Rhode Island","44","Newport County","005",,,"990000","0",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440059900000",,,"Block Group 0, Census Tract 9900, Newport County, Rhode Island",0,"Block Group 0, Census Tract 9900, Newport County, Rhode Island",13
"G44000700001011","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000101","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070001011",,,"Block Group 1, Census Tract 1.01, Providence County, Rhode Island",1319,"Block Group 1, Census Tract 1.01, Providence County, Rhode Island",300
"G44000700001012","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000101","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070001012",,,"Block Group 2, Census Tract 1.01, Providence County, Rhode Island",1099,"Block Group 2, Census Tract 1.01, Providence County, Rhode Island",415
"G44000700001013","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000101","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070001013",,,"Block Group 3, Census Tract 1.01, Providence County, Rhode Island",1136,"Block Group 3, Census Tract 1.01, Providence County, Rhode Island",395
"G44000700001014","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000101","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070001014",,,"Block Group 4, Census Tract 1.01, Providence County, Rhode Island",1209,"Block Group 4, Census Tract 1.01, Providence County, Rhode Island",371
"G44000700001021","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000102","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070001021",,,"Block Group 1, Census Tract 1.02, Providence County, Rhode Island",1081,"Block Group 1, Census Tract 1.02, Providence County, Rhode Island",394
"G44000700001022","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000102","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070001022",,,"Block Group 2, Census Tract 1.02, Providence County, Rhode Island",727,"Block Group 2, Census Tract 1.02, Providence County, Rhode Island",187
"G44000700001023","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000102","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070001023",,,"Block Group 3, Census Tract 1.02, Providence County, Rhode Island",1868,"Block Group 3, Census Tract 1.02, Providence County, Rhode Island",415
"G44000700001024","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000102","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070001024",,,"Block Group 4, Census Tract 1.02, Providence County, Rhode Island",1167,"Block Group 4, Census Tract 1.02, Providence County, Rhode Island",352
"G44000700002001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070002001",,,"Block Group 1, Census Tract 2, Providence County, Rhode Island",1666,"Block Group 1, Census Tract 2, Providence County, Rhode Island",548
"G44000700002002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070002002",,,"Block Group 2, Census Tract 2, Providence County, Rhode Island",911,"Block Group 2, Census Tract 2, Providence County, Rhode Island",426
"G44000700002003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000200","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070002003",,,"Block Group 3, Census Tract 2, Providence County, Rhode Island",851,"Block Group 3, Census Tract 2, Providence County, Rhode Island",343
"G44000700002004","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000200","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070002004",,,"Block Group 4, Census Tract 2, Providence County, Rhode Island",1118,"Block Group 4, Census Tract 2, Providence County, Rhode Island",380
"G44000700002005","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000200","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070002005",,,"Block Group 5, Census Tract 2, Providence County, Rhode Island",1148,"Block Group 5, Census Tract 2, Providence County, Rhode Island",541
"G44000700003001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070003001",,,"Block Group 1, Census Tract 3, Providence County, Rhode Island",1222,"Block Group 1, Census Tract 3, Providence County, Rhode Island",406
"G44000700003002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070003002",,,"Block Group 2, Census Tract 3, Providence County, Rhode Island",795,"Block Group 2, Census Tract 3, Providence County, Rhode Island",385
"G44000700003003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070003003",,,"Block Group 3, Census Tract 3, Providence County, Rhode Island",1208,"Block Group 3, Census Tract 3, Providence County, Rhode Island",407
"G44000700003004","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000300","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070003004",,,"Block Group 4, Census Tract 3, Providence County, Rhode Island",1788,"Block Group 4, Census Tract 3, Providence County, Rhode Island",745
"G44000700003005","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000300","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070003005",,,"Block Group 5, Census Tract 3, Providence County, Rhode Island",1399,"Block Group 5, Census Tract 3, Providence County, Rhode Island",679
"G44000700003006","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000300","6",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070003006",,,"Block Group 6, Census Tract 3, Providence County, Rhode Island",1672,"Block Group 6, Census Tract 3, Providence County, Rhode Island",820
"G44000700004001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070004001",,,"Block Group 1, Census Tract 4, Providence County, Rhode Island",986,"Block Group 1, Census Tract 4, Providence County, Rhode Island",276
"G44000700004002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070004002",,,"Block Group 2, Census Tract 4, Providence County, Rhode Island",562,"Block Group 2, Census Tract 4, Providence County, Rhode Island",227
"G44000700004003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070004003",,,"Block Group 3, Census Tract 4, Providence County, Rhode Island",1016,"Block Group 3, Census Tract 4, Providence County, Rhode Island",326
"G44000700004004","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000400","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070004004",,,"Block Group 4, Census Tract 4, Providence County, Rhode Island",1444,"Block Group 4, Census Tract 4, Providence County, Rhode Island",398
"G44000700005001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070005001",,,"Block Group 1, Census Tract 5, Providence County, Rhode Island",1336,"Block Group 1, Census Tract 5, Providence County, Rhode Island",573
"G44000700005002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070005002",,,"Block Group 2, Census Tract 5, Providence County, Rhode Island",426,"Block Group 2, Census Tract 5, Providence County, Rhode Island",269
"G44000700005003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000500","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070005003",,,"Block Group 3, Census Tract 5, Providence County, Rhode Island",1397,"Block Group 3, Census Tract 5, Providence County, Rhode Island",651
"G44000700006001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070006001",,,"Block Group 1, Census Tract 6, Providence County, Rhode Island",322,"Block Group 1, Census Tract 6, Providence County, Rhode Island",156
"G44000700006002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070006002",,,"Block Group 2, Census Tract 6, Providence County, Rhode Island",1877,"Block Group 2, Census Tract 6, Providence County, Rhode Island",290
"G44000700007001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000700","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070007001",,,"Block Group 1, Census Tract 7, Providence County, Rhode Island",729,"Block Group 1, Census Tract 7, Providence County, Rhode Island",256
"G44000700007002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000700","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070007002",,,"Block Group 2, Census Tract 7, Providence County, Rhode Island",913,"Block Group 2, Census Tract 7, Providence County, Rhode Island",295
"G44000700007003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000700","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070007003",,,"Block Group 3, Census Tract 7, Providence County, Rhode Island",915,"Block Group 3, Census Tract 7, Providence County, Rhode Island",305
"G44000700008001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070008001",,,"Block Group 1, Census Tract 8, Providence County, Rhode Island",1437,"Block Group 1, Census Tract 8, Providence County, Rhode Island",358
"G44000700008002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070008002",,,"Block Group 2, Census Tract 8, Providence County, Rhode Island",1014,"Block Group 2, Census Tract 8, Providence County, Rhode Island",137
"G44000700008003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000800","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070008003",,,"Block Group 3, Census Tract 8, Providence County, Rhode Island",1494,"Block Group 3, Census Tract 8, Providence County, Rhode Island",299
"G44000700009001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070009001",,,"Block Group 1, Census Tract 9, Providence County, Rhode Island",1202,"Block Group 1, Census Tract 9, Providence County, Rhode Island",279
"G44000700009002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"000900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070009002",,,"Block Group 2, Census Tract 9, Providence County, Rhode Island",1023,"Block Group 2, Census Tract 9, Providence County, Rhode Island",301
"G44000700010001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070010001",,,"Block Group 1, Census Tract 10, Providence County, Rhode Island",1477,"Block Group 1, Census Tract 10, Providence County, Rhode Island",417
"G44000700010002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070010002",,,"Block Group 2, Census Tract 10, Providence County, Rhode Island",1117,"Block Group 2, Census Tract 10, Providence County, Rhode Island",419
"G44000700011001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070011001",,,"Block Group 1, Census Tract 11, Providence County, Rhode Island",789,"Block Group 1, Census Tract 11, Providence County, Rhode Island",245
"G44000700011002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070011002",,,"Block Group 2, Census Tract 11, Providence County, Rhode Island",697,"Block Group 2, Census Tract 11, Providence County, Rhode Island",232
"G44000700011003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070011003",,,"Block Group 3, Census Tract 11, Providence County, Rhode Island",870,"Block Group 3, Census Tract 11, Providence County, Rhode Island",244
"G44000700012001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070012001",,,"Block Group 1, Census Tract 12, Providence County, Rhode Island",1363,"Block Group 1, Census Tract 12, Providence County, Rhode Island",296
"G44000700012002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070012002",,,"Block Group 2, Census Tract 12, Providence County, Rhode Island",616,"Block Group 2, Census Tract 12, Providence County, Rhode Island",253
"G44000700012003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001200","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070012003",,,"Block Group 3, Census Tract 12, Providence County, Rhode Island",710,"Block Group 3, Census Tract 12, Providence County, Rhode Island",277
"G44000700013001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070013001",,,"Block Group 1, Census Tract 13, Providence County, Rhode Island",702,"Block Group 1, Census Tract 13, Providence County, Rhode Island",215
"G44000700013002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070013002",,,"Block Group 2, Census Tract 13, Providence County, Rhode Island",982,"Block Group 2, Census Tract 13, Providence County, Rhode Island",355
"G44000700013003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070013003",,,"Block Group 3, Census Tract 13, Providence County, Rhode Island",1765,"Block Group 3, Census Tract 13, Providence County, Rhode Island",510
"G44000700013004","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001300","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070013004",,,"Block Group 4, Census Tract 13, Providence County, Rhode Island",1395,"Block Group 4, Census Tract 13, Providence County, Rhode Island",381
"G44000700014001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070014001",,,"Block Group 1, Census Tract 14, Providence County, Rhode Island",1105,"Block Group 1, Census Tract 14, Providence County, Rhode Island",503
"G44000700014002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070014002",,,"Block Group 2, Census Tract 14, Providence County, Rhode Island",1655,"Block Group 2, Census Tract 14, Providence County, Rhode Island",586
"G44000700014003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070014003",,,"Block Group 3, Census Tract 14, Providence County, Rhode Island",1215,"Block Group 3, Census Tract 14, Providence County, Rhode Island",391
"G44000700014004","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001400","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070014004",,,"Block Group 4, Census Tract 14, Providence County, Rhode Island",1858,"Block Group 4, Census Tract 14, Providence County, Rhode Island",480
"G44000700014005","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001400","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070014005",,,"Block Group 5, Census Tract 14, Providence County, Rhode Island",1212,"Block Group 5, Census Tract 14, Providence County, Rhode Island",447
"G44000700015001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070015001",,,"Block Group 1, Census Tract 15, Providence County, Rhode Island",982,"Block Group 1, Census Tract 15, Providence County, Rhode Island",313
"G44000700015002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070015002",,,"Block Group 2, Census Tract 15, Providence County, Rhode Island",1372,"Block Group 2, Census Tract 15, Providence County, Rhode Island",320
"G44000700015003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001500","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070015003",,,"Block Group 3, Census Tract 15, Providence County, Rhode Island",666,"Block Group 3, Census Tract 15, Providence County, Rhode Island",252
"G44000700016001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070016001",,,"Block Group 1, Census Tract 16, Providence County, Rhode Island",654,"Block Group 1, Census Tract 16, Providence County, Rhode Island",302
"G44000700016002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070016002",,,"Block Group 2, Census Tract 16, Providence County, Rhode Island",2060,"Block Group 2, Census Tract 16, Providence County, Rhode Island",666
"G44000700016003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001600","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070016003",,,"Block Group 3, Census Tract 16, Providence County, Rhode Island",1410,"Block Group 3, Census Tract 16, Providence County, Rhode Island",784
"G44000700016004","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001600","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070016004",,,"Block Group 4, Census Tract 16, Providence County, Rhode Island",672,"Block Group 4, Census Tract 16, Providence County, Rhode Island",318
"G44000700016005","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001600","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070016005",,,"Block Group 5, Census Tract 16, Providence County, Rhode Island",1900,"Block Group 5, Census Tract 16, Providence County, Rhode Island",605
"G44000700016006","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"001600","6",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070016006",,,"Block Group 6, Census Tract 16, Providence County, Rhode Island",1853,"Block Group 6, Census Tract 16, Providence County, Rhode Island",516
